episode_id,timestamp,done_reason,episode_len,episode_return,min_distance,final_distance,min_theta_deg,final_theta_deg,reward_distance,reward_alignment,reward_theta_progress,reward_closing,reward_final_approach,reward_terminal
16,2026-05-15 15:18:20,bad_angle,80,-48.58154758521155,668.5143432617188,668.5143432617188,74.33179443527904,111.43411283702949,1.9278350830078128,-1.8586304532402764,-0.19075048882857726,1.939998273849487,0.0,-50.0
17,2026-05-15 15:18:22,bad_angle,266,-25.363220172329374,535.4159545898438,535.4159545898438,1.7277106512633,112.31584244755395,8.550033569335941,9.307643901034865,-0.44964332637021387,8.558745683670047,0.0,-50.0
18,2026-05-15 15:18:24,low_agl,132,-46.72451707991616,618.6937866210938,618.6937866210938,6.571189250459514,35.375007956883834,4.3862365722656245,5.191561388624041,-0.01311344549942961,4.370798404693604,0.0,-60.0
19,2026-05-15 15:18:25,low_agl,118,-54.40776741858171,641.979736328125,641.979736328125,31.83377685338025,81.56165212457509,3.2631988525390634,-0.21671817943752353,-0.12480562113271391,3.2605575294494624,0.0,-60.0
20,2026-05-15 15:18:25,bad_angle,46,-49.601314403664865,685.1564331054688,685.1564331054688,82.68629741293104,115.16514465228397,1.065130615234375,-1.3305697452795617,-0.1809920968160898,1.0751168231964114,0.0,-50.0
21,2026-05-15 15:18:29,bad_angle,341,-12.2238408269097,467.4053649902344,467.4053649902344,0.2525642271686456,110.93667698996663,11.95636138916016,16.17195881224073,-0.6140076240747809,11.966846595764157,0.0,-50.0
22,2026-05-15 15:18:29,bad_angle,26,-49.86484177864586,694.4312744140625,694.4312744140625,82.27072138307079,115.35638994904433,0.6092010498046876,-0.8028913888219189,-0.16105754085543644,0.6199061012268066,0.0,-50.0
23,2026-05-15 15:18:31,low_agl,155,-51.69976859632735,620.833984375,620.833984375,50.50393844016461,85.46488666918393,4.279214477539063,0.7010801485114185,-0.18070085093313465,4.275637628555297,0.0,-60.0
24,2026-05-15 15:18:32,bad_angle,30,-49.44275460438876,692.2339477539062,692.2339477539062,83.64059095319772,110.04917586959351,0.7323089599609376,-0.6292092430470781,-0.138242876829349,0.7423885555267334,0.0,-50.0
25,2026-05-15 15:18:35,low_agl,159,-45.70229608632269,603.2459716796875,603.2459716796875,8.881904572151004,73.9902371654542,5.188116455078123,4.885826348867075,-0.1683544984832213,5.187115608215332,0.0,-60.0
26,2026-05-15 15:18:37,low_agl,134,-49.27223180314792,625.6236572265625,625.6236572265625,22.067726491285896,65.38789394357912,4.085333251953126,3.3355892782521455,-0.09763364624990985,4.074479312896729,0.0,-60.0
27,2026-05-15 15:18:38,bad_angle,28,-49.560705033296266,693.744140625,693.744140625,80.63369579374798,112.83842022095162,0.6669982910156251,-0.6086297228932354,-0.15046131771199384,0.6713877162933349,0.0,-50.0
28,2026-05-15 15:18:39,bad_angle,65,-47.42313732037558,671.9398193359375,671.9398193359375,63.41513040560434,110.04897779410759,1.727767944335938,-0.39710417359152883,-0.163351887628782,1.7345507965087894,0.0,-50.0
29,2026-05-15 15:18:40,low_agl,157,-46.87886223956456,608.1298217773438,608.1298217773438,22.3495230209677,67.62727391580535,4.9606781005859375,4.1316262522896245,-0.14155519755791401,4.955388605117798,0.0,-60.0
30,2026-05-15 15:18:42,low_agl,166,-49.60567593706496,613.2407836914062,613.2407836914062,19.59694995526339,80.54487601378113,4.7035400390624975,2.0359808509971637,-0.21572281665710433,4.700525989532472,0.0,-60.0
31,2026-05-15 15:18:44,low_agl,255,-45.264215902610374,561.7481079101562,561.7481079101562,42.8618993250258,54.4566577053102,7.2434448242187495,1.703157636871151,-0.1701986775735725,7.234380313873287,0.0,-60.0
32,2026-05-15 15:18:46,low_agl,199,-46.93658825878788,588.4255981445312,588.4255981445312,33.87914871732685,93.40698965493974,5.91545715332031,2.501107308695268,-0.2748794263545997,5.916726705551147,0.0,-60.0
33,2026-05-15 15:18:48,low_agl,180,-41.47589159013844,585.1055908203125,585.1055908203125,19.014464592655532,56.36323329513297,6.099722290039064,7.342826047125842,-0.10435487672046627,6.085914949417113,0.0,-60.0
34,2026-05-15 15:18:50,low_agl,144,-51.745108445874685,626.7835083007812,626.7835083007812,45.391760412463505,79.3050873963971,4.010165405273436,1.117608986170965,-0.15497696878881384,4.002094131469726,0.0,-60.0
35,2026-05-15 15:18:51,low_agl,130,-48.801837837994135,626.9035034179688,626.9035034179688,1.7518947502887285,9.442523937904712,4.016476440429686,3.6967941043430548,0.1371498665159594,3.997741750717163,0.0,-60.0
36,2026-05-15 15:18:52,low_agl,123,-47.334926120118524,626.47802734375,626.47802734375,4.826493412834273,86.22717676169238,4.027163696289064,5.4515998497140306,-0.22461281713785589,4.025923151016235,0.0,-60.0
37,2026-05-15 15:18:54,low_agl,200,-47.01839249812959,589.9318237304688,589.9318237304688,22.791574571598215,80.15528202352361,5.853576660156246,2.4785357001805157,-0.20168954894181867,5.851184690475464,0.0,-60.0
38,2026-05-15 15:18:54,bad_angle,62,-47.5669096968872,674.4337158203125,674.4337158203125,47.10367219584633,115.62784898741732,1.6287048339843746,-0.32098225287104226,-0.19811555246037132,1.633483274459839,0.0,-50.0
39,2026-05-15 15:18:57,bad_angle,256,-32.69458845926444,552.7246704101562,552.7246704101562,6.750929947336631,111.15121323179673,7.7227874755859345,3.547150733641117,-0.41968243593228693,7.735155767440798,0.0,-50.0
40,2026-05-15 15:18:59,low_agl,169,-50.64739710780517,613.8887939453125,613.8887939453125,47.58579475879002,70.23117425384599,4.627496337890625,1.0917912192729538,-0.14132651257921827,4.619641847610473,0.0,-60.0
41,2026-05-15 15:19:00,low_agl,109,-50.6152673739427,639.4925537109375,639.4925537109375,1.8738794742659233,60.43100026665826,3.3949493408203115,3.219244011768913,-0.06864404180902785,3.3841833152770993,0.0,-60.0
42,2026-05-15 15:19:01,bad_angle,124,-42.2355415241623,635.4609985351562,635.4609985351562,42.0606737391537,112.46054000512066,3.5964172363281257,1.4324923725225245,-0.24872259068506639,3.6042714576721195,0.0,-50.0
43,2026-05-15 15:19:02,low_agl,110,-53.22370290554664,643.0682983398438,643.0682983398438,35.3346108030378,69.98905770814739,3.172512817382813,1.0643317405750101,-0.07404636296429826,3.1634988994598396,0.0,-60.0
44,2026-05-15 15:19:06,low_agl,353,-29.632996241975995,484.06121826171875,484.06121826171875,0.5898349129590555,50.88520984491848,11.144400024414068,10.220361394887398,-0.3591460012737482,11.126388339996339,0.0,-60.0
45,2026-05-15 15:19:06,bad_angle,62,-48.692286489744355,677.8284912109375,677.8284912109375,77.76220230440458,114.1500624284042,1.4736328124999998,-1.1568128940916564,-0.17985986617577376,1.4807534580230715,0.0,-50.0
46,2026-05-15 15:19:06,bad_angle,26,-50.71469531893433,695.7168579101562,695.7168579101562,84.49264339177847,145.19394839483996,0.5656585693359374,-1.4355106003622609,-0.2999839586843714,0.5851406707763672,0.0,-50.0
47,2026-05-15 15:19:08,low_agl,120,-51.31846422217205,635.2314453125,635.2314453125,52.891892102311544,63.03060441571096,3.5966888427734385,2.150796052411064,-0.05070470779539223,3.584755590438843,0.0,-60.0
48,2026-05-15 15:19:12,low_agl,341,-26.992472542107684,481.9110107421875,481.9110107421875,4.766414215121195,86.2998977857855,11.231134033203128,12.733883440480344,-0.48293151550122543,11.230441499710079,0.0,-60.0
49,2026-05-15 15:19:12,bad_angle,35,-50.248558930078964,691.0684204101562,691.0684204101562,83.9294055022517,114.17012952418568,0.7789489746093748,-1.4651951848478892,-0.17661865283911019,0.7893059329986573,0.0,-50.0
50,2026-05-15 15:19:14,low_agl,209,-44.3089160903448,578.2933959960938,578.2933959960938,27.619261559989948,75.3613908111451,6.413497924804688,4.143659099168311,-0.22526348678484406,6.404190372467042,0.0,-60.0
51,2026-05-15 15:19:15,bad_angle,136,-43.33863675115982,633.8143310546875,633.8143310546875,34.18898658864614,110.04834258651478,3.674847412109375,0.23505329825080462,-0.2544709370143742,3.6859334754943847,0.0,-50.0
52,2026-05-15 15:19:17,low_agl,137,-48.09647991765184,619.6412353515625,619.6412353515625,38.40610589165751,80.48393706600628,4.370559692382812,4.028730197184617,-0.1788373349902737,4.368067527770996,0.0,-60.0
53,2026-05-15 15:19:17,bad_angle,59,-48.32482208311765,677.0279541015625,677.0279541015625,70.52927102998203,114.77716258667057,1.4730255126953127,-0.8000987786583068,-0.1841913582770974,1.4814425411224363,0.0,-50.0
54,2026-05-15 15:19:18,low_agl,131,-50.38190738419789,628.902587890625,628.902587890625,21.055540267614198,22.73149964275337,3.8870086669921844,2.435326489034642,0.08244672788746271,3.868310731887817,0.0,-60.0
55,2026-05-15 15:19:19,bad_angle,67,-47.296667121539905,671.2293701171875,671.2293701171875,52.314061513623045,111.02508012839411,1.760195922851563,-0.3000871697891545,-0.1904836420888848,1.7687077674865723,0.0,-50.0
56,2026-05-15 15:19:19,bad_angle,35,-49.99389196015456,690.5713500976562,690.5713500976562,81.83259206857115,118.52371259171933,0.7925903320312501,-1.2231372465011856,-0.18924456274395743,0.800899517059326,0.0,-50.0
57,2026-05-15 15:19:21,low_agl,192,-43.47458230375011,583.2300415039062,583.2300415039062,16.34956725023209,77.99956503844086,6.185705566406248,5.373501816663559,-0.251556753775501,6.177767066955565,0.0,-60.0
58,2026-05-15 15:19:23,low_agl,141,-48.55373265754153,621.4295043945312,621.4295043945312,13.526645797397592,76.16918362390416,4.279507446289062,3.7453049833252456,-0.15606576662972374,4.282520679473874,0.0,-60.0
59,2026-05-15 15:19:25,low_agl,220,-38.18698351153016,560.2755126953125,560.2755126953125,4.304387349376151,75.3780633029091,7.307986450195309,8.625413700619646,-0.32084110748976463,7.300457445144652,0.0,-60.0
60,2026-05-15 15:19:28,low_agl,258,-40.84151070679705,547.962646484375,547.962646484375,5.81008035379066,64.5026262950646,7.938919067382813,4.858452509357668,-0.27361394819512797,7.924731664657593,0.0,-60.0
61,2026-05-15 15:19:29,bad_angle,98,-45.396624272448854,654.8724365234375,654.8724365234375,47.17312155932702,112.90464573514407,2.6255065917968756,0.06149492531188441,-0.22716870871655073,2.6335429191589355,0.0,-50.0
62,2026-05-15 15:19:30,bad_angle,60,-47.944034937025485,675.4555053710938,675.4555053710938,66.16977984881633,115.8318667379256,1.5637359619140623,-0.5951338303028372,-0.18989930809288924,1.5772622394561768,0.0,-50.0
63,2026-05-15 15:19:30,bad_angle,29,-49.9598540869998,693.608642578125,693.608642578125,81.54182408541453,111.40464057076089,0.66505126953125,-0.9989447550595325,-0.15570602574214212,0.6747454242706299,0.0,-50.0
64,2026-05-15 15:19:31,bad_angle,95,-45.36808852635922,654.581298828125,654.581298828125,49.57514541116418,113.80037040327788,2.593963623046875,0.12280255183552097,-0.21525526352799051,2.605400562286378,0.0,-50.0
65,2026-05-15 15:19:31,bad_angle,26,-49.9364930786554,694.2140502929688,694.2140502929688,87.71990094442032,119.65912225820722,0.6157501220703125,-0.8723534105578873,-0.17779612409116752,0.6279063339233399,0.0,-50.0
66,2026-05-15 15:19:32,bad_angle,60,-48.67936727458304,678.0468139648438,678.0468139648438,74.75732205076,114.94664690073527,1.4555755615234371,-1.1062887871639822,-0.19019901850121684,1.4615449695587164,0.0,-50.0
67,2026-05-15 15:19:34,low_agl,182,-42.193929546690946,588.5983276367188,588.5983276367188,1.1037582497089433,48.376723834488324,5.891250610351561,7.050061006895926,-0.10480155822554936,5.879560394287109,0.0,-60.0
68,2026-05-15 15:19:35,low_agl,97,-54.99683522106049,653.4409790039062,653.4409790039062,51.41976093993118,88.54030228638723,2.6782196044921887,0.2563550788127711,-0.12865172946920866,2.6822418251037607,0.0,-60.0
69,2026-05-15 15:19:38,low_agl,228,-37.35636169973432,549.4183349609375,549.4183349609375,15.260012058737074,79.66097440310061,7.849862670898434,8.427918171315277,-0.338642223420798,7.844499681472774,0.0,-60.0
70,2026-05-15 15:19:39,low_agl,121,-51.306439171399596,635.1731567382812,635.1731567382812,38.72352185786092,71.95993611391124,3.568963623046874,2.2821525557321545,-0.11457330214395658,3.5620179519653306,0.0,-60.0
71,2026-05-15 15:19:41,bad_angle,172,-36.2885765285895,600.5872802734375,600.5872802734375,1.9762537646406593,110.36088521274539,5.299386596679688,4.2838479646896825,-0.318351195778576,5.306540105819703,0.0,-50.0
72,2026-05-15 15:19:41,bad_angle,26,-50.12594647119606,695.5103149414062,695.5103149414062,82.35648123828946,127.54286810769445,0.5921508789062501,-0.9752665189920058,-0.2180504317877932,0.6052196006774903,0.0,-50.0
73,2026-05-15 15:19:43,low_agl,199,-39.71041279626841,577.5147705078125,577.5147705078125,4.732013540479602,58.77268497769252,6.445199584960935,8.609603550554802,-0.20449242485665614,6.434276493072506,0.0,-60.0
74,2026-05-15 15:19:45,low_agl,132,-49.92429712418879,627.099853515625,627.099853515625,35.83921493363458,89.82001335947,3.9823577880859373,2.965670001131081,-0.18971499671879702,3.9773900833129883,0.0,-60.0
75,2026-05-15 15:19:48,bad_angle,287,-40.09315713048357,559.7346801757812,559.7346801757812,49.23529910372644,110.8504731724519,7.335778808593755,-2.937589378062472,-0.4035483871104241,7.347201826095579,0.0,-50.0
76,2026-05-15 15:19:49,bad_angle,48,-48.058937793978025,682.4561767578125,682.4561767578125,57.20620158211761,110.15817202836858,1.2469085693359379,-0.15852347565868924,-0.159785938497559,1.2524630508422856,0.0,-50.0
77,2026-05-15 15:19:50,low_agl,143,-46.15057494698482,617.1553344726562,617.1553344726562,14.606810332557489,47.26940673605669,4.494323730468751,5.653109474245903,-0.06106324355736949,4.478055091857909,0.0,-60.0
78,2026-05-15 15:19:50,bad_angle,39,-50.53869025202287,689.8430786132812,689.8430786132812,78.69718689988763,112.61153499710214,0.8289459228515625,-1.830524319542068,-0.17879401857088784,0.8366821632385253,0.0,-50.0
79,2026-05-15 15:19:51,bad_angle,65,-47.42067384007802,672.5731811523438,672.5731811523438,60.321847013532285,112.0167689543666,1.692074584960937,-0.3055406730329712,-0.18186572624914552,1.6996579742431641,0.0,-50.0
80,2026-05-15 15:19:52,bad_angle,47,-48.543090554088536,683.592041015625,683.592041015625,67.04636632689576,111.30281611061433,1.182647705078125,-0.5129211386547329,-0.16558156104842398,1.187764440536499,0.0,-50.0
81,2026-05-15 15:19:53,bad_angle,144,-39.73646074225587,617.3844604492188,617.3844604492188,40.86184235112765,114.56527645823844,4.4874114990234375,2.2887278957481905,-0.2936136448705151,4.501013507843021,0.0,-50.0
82,2026-05-15 15:19:54,bad_angle,27,-49.42554901077123,694.3602905273438,694.3602905273438,78.9462155970263,111.51235948416115,0.6506134033203126,-0.4577597827402412,-0.1420852065771288,0.6586825752258301,0.0,-50.0
83,2026-05-15 15:19:55,low_agl,118,-49.304426002142506,632.1605224609375,632.1605224609375,19.5675425757919,60.91658573551114,3.726010131835937,3.9090801573342837,-0.06346480434372534,3.713948513031005,0.0,-60.0
84,2026-05-15 15:20:01,low_agl,610,-1.7193031220487,300.46563720703125,300.46563720703125,0.7813458934059555,71.7520114951977,20.306509399414075,21.488010187118025,-0.7596778435448028,20.295855134963986,0.0,-60.0
85,2026-05-15 15:20:04,bad_angle,260,-28.44115635631495,544.2333984375,544.2333984375,4.314068288750998,111.98257702738151,8.112045288085936,7.09174570559076,-0.4665739349983541,8.121626585006714,0.0,-50.0
86,2026-05-15 15:20:07,low_agl,207,-38.79112413337663,571.2496948242188,571.2496948242188,1.408477000967013,58.05376658641366,6.759881591796879,8.94716307942391,-0.2109599327559895,6.747791128158572,0.0,-60.0
87,2026-05-15 15:20:10,low_agl,272,-32.2528384202589,529.025634765625,529.025634765625,3.7467450923269228,97.88730005233379,8.888238525390625,11.753877915638858,-0.4225737901976743,8.887618928909303,0.0,-60.0
88,2026-05-15 15:20:13,bad_angle,274,-22.303220562576577,529.2505493164062,529.2505493164062,2.032302723856607,115.17913287970416,8.87755432128907,11.83248642811696,-0.5284260954603606,8.885164783477782,0.0,-50.0
89,2026-05-15 15:20:14,bad_angle,113,-42.17993300621569,641.9866333007812,641.9866333007812,41.411061277382956,113.05497819877604,3.258364868164063,2.1445565306610677,-0.2818395982933861,3.263985193252561,0.0,-50.0
90,2026-05-15 15:20:14,bad_angle,29,-50.06904343096888,694.2085571289062,694.2085571289062,81.8667908257454,113.76854855193478,0.6576263427734375,-1.0852791585919679,-0.1624731022566766,0.6660824871063232,0.0,-50.0
91,2026-05-15 15:20:15,bad_angle,99,-43.73797549638905,650.1821899414062,650.1821899414062,22.114364730486038,110.56880300126974,2.8226654052734377,1.3348377578101027,-0.22963292773736152,2.8291542682647686,0.0,-50.0
92,2026-05-15 15:20:18,low_agl,200,-45.90377173216948,589.6869506835938,589.6869506835938,28.31721639315875,40.246855533354285,5.837109374999997,3.5107768849966905,-0.07557338408816963,5.823915391922001,0.0,-60.0
93,2026-05-15 15:20:18,bad_angle,30,-49.788473502715945,693.1349487304688,693.1349487304688,82.78979526942425,113.17451333944044,0.7027954101562498,-0.8961552367831908,-0.15765803148145555,0.712544355392456,0.0,-50.0
94,2026-05-15 15:20:18,bad_angle,32,-49.756587693833154,691.584716796875,691.584716796875,82.90634561742134,114.6981646187302,0.7474761962890624,-0.9366318573668462,-0.16645734327172867,0.7590253105163575,0.0,-50.0
95,2026-05-15 15:20:19,bad_angle,56,-46.89376286926485,676.5721435546875,676.5721435546875,41.6480449359203,114.15517824009252,1.541085815429687,0.49546949915117006,-0.19951625627917594,1.549198072433472,0.0,-50.0
96,2026-05-15 15:20:20,low_agl,102,-55.19168775745358,651.927734375,651.927734375,37.21736269303556,87.00260813816392,2.7258178710937515,-0.009831209887683729,-0.12139369127317085,2.723719272613526,0.0,-60.0
97,2026-05-15 15:20:20,bad_angle,26,-50.22034084963872,695.2417602539062,695.2417602539062,83.76813107556936,117.88346431930067,0.578692626953125,-1.071819249664203,-0.18805276986587097,0.5908385429382323,0.0,-50.0
98,2026-05-15 15:20:23,low_agl,231,-46.286254922506785,577.8324584960938,577.8324584960938,8.93661353362916,59.005375862336514,6.431225585937502,2.2079590206560815,-0.18924629179567345,6.418806762695311,0.0,-60.0
99,2026-05-15 15:20:24,bad_angle,93,-48.31149338739101,661.8978881835938,661.8978881835938,78.2074896571544,115.39556791412353,2.2272155761718753,-2.0809600290979913,-0.22773041792436388,2.234981483459473,0.0,-50.0
100,2026-05-15 15:20:26,bad_angle,180,-35.7776842013368,598.914306640625,598.914306640625,20.082325395799298,110.64956315801598,5.378857421875,4.701107969081087,-0.34243630684671506,5.384786714553838,0.0,-50.0
101,2026-05-15 15:20:30,low_agl,395,-21.067271888234586,453.1187744140625,453.1187744140625,13.891952488740198,42.385001856797174,12.685757446289072,15.967209827680858,-0.4116243245580365,12.666385162353519,0.0,-60.0
102,2026-05-15 15:20:31,bad_angle,27,-50.38732191059862,695.5463256835938,695.5463256835938,83.3615777256027,117.8798579794189,0.5915863037109375,-1.2569446243795408,-0.1873379051918645,0.6003743152618408,0.0,-50.0
103,2026-05-15 15:20:33,low_agl,181,-47.668779783040385,601.01171875,601.01171875,43.8352286025093,80.22209493398468,5.276455688476561,2.9117659399749805,-0.22504237371117355,5.2730409622192385,0.0,-60.0
104,2026-05-15 15:20:35,low_agl,228,-38.974498472334254,565.5604248046875,565.5604248046875,20.296871882913155,58.15709368817761,7.077526855468751,8.222689217188977,-0.19740043709707772,7.062685892105104,0.0,-60.0
105,2026-05-15 15:20:36,bad_angle,44,-48.92252429008131,684.8004760742188,684.8004760742188,77.84163057426265,112.77762470714934,1.080914306640625,-0.7147972625434599,-0.15774831164124437,1.0891069774627686,0.0,-50.0
106,2026-05-15 15:20:38,low_agl,180,-44.7985688687335,598.0390625,598.0390625,15.033389797170635,69.06333484917887,5.435156249999999,5.407170645422258,-0.16612528113878886,5.425229516983032,0.0,-60.0
107,2026-05-15 15:20:38,bad_angle,44,-49.02365074863394,686.108642578125,686.108642578125,71.79652383801869,113.05501234972189,1.0637664794921875,-0.7704331169360868,-0.16742587220688607,1.0704417610168457,0.0,-50.0
108,2026-05-15 15:20:39,bad_angle,47,-49.16202169858284,684.943115234375,684.943115234375,76.70495732277831,110.91370706378788,1.1212310791015623,-1.0205353909013102,-0.1559511838564555,1.128233797073364,0.0,-50.0
109,2026-05-15 15:20:41,bad_angle,195,-44.40640600030967,611.6033935546875,611.6033935546875,58.41750148047352,112.17298904106313,4.789239501953123,-2.7046068874354874,-0.31282191522709596,4.796783300399781,0.0,-50.0
110,2026-05-15 15:20:42,low_agl,99,-51.200627147321846,648.0166015625,648.0166015625,23.518928246502043,68.35998928920763,2.940936279296876,3.507661332827816,-0.08384221397534988,2.9296174545288074,0.0,-60.0
111,2026-05-15 15:20:43,bad_angle,90,-48.87121946561215,665.31640625,665.31640625,81.72661485340923,114.93428425833754,2.0835449218749997,-2.381352036445129,-0.2201482957899455,2.096735944747925,0.0,-50.0
112,2026-05-15 15:20:44,bad_angle,29,-50.13317798407005,693.2994995117188,693.2994995117188,81.42996607737724,118.64161531717208,0.6651885986328124,-1.1429422570200887,-0.1886898228904185,0.6782654972076416,0.0,-50.0
113,2026-05-15 15:20:46,bad_angle,185,-38.325579709816395,602.919677734375,602.919677734375,36.205005714634616,115.27472820732766,5.220629882812498,2.4904137065246257,-0.33926610997506,5.2276428108215365,0.0,-50.0
114,2026-05-15 15:20:48,low_agl,171,-48.373435893379295,609.0878295898438,609.0878295898438,38.53567799530724,93.62400525543855,4.914736938476564,2.900531326529281,-0.24944099958692187,4.915736841201783,0.0,-60.0
115,2026-05-15 15:20:50,low_agl,226,-41.43615522835822,572.7423095703125,572.7423095703125,26.78789434931058,78.96383748508492,6.71890869140625,6.537253088671334,-0.2731771253944309,6.710860116958619,0.0,-60.0
116,2026-05-15 15:20:51,bad_angle,28,-49.62790272766725,694.0641479492188,694.0641479492188,81.66908417003022,114.14653805079246,0.6570495605468749,-0.6536917190214081,-0.1522987581270377,0.6610381889343262,0.0,-50.0
117,2026-05-15 15:20:52,low_agl,119,-47.00921065118087,631.2749633789062,631.2749633789062,3.393499020954676,7.821900194100045,3.7600830078125016,5.960061542668264,0.12317102056737153,3.7424737777709955,0.0,-60.0
118,2026-05-15 15:20:54,bad_angle,167,-39.90929142644206,614.3487548828125,614.3487548828125,30.632421710455876,110.77058044973026,4.607058715820312,2.0296041106551295,-0.32576287337038223,4.614808620452883,0.0,-50.0
119,2026-05-15 15:20:55,low_agl,134,-47.303851770018056,625.2559204101562,625.2559204101562,16.182065398573993,73.70251544666742,4.0832458496093755,5.383851117555076,-0.17432616142261967,4.073377424240114,0.0,-60.0
120,2026-05-15 15:20:56,bad_angle,26,-50.439844466682004,695.7735595703125,695.7735595703125,86.19872902379927,112.74623315772396,0.5647613525390626,-1.2831084800607682,-0.16696631232009193,0.57546897315979,0.0,-50.0
121,2026-05-15 15:20:56,bad_angle,26,-50.438631525763256,694.6245727539062,694.6245727539062,82.6186375590129,114.99742252702514,0.5910400390625001,-1.3264564486647177,-0.1735948521076911,0.6003797359466552,0.0,-50.0
122,2026-05-15 15:20:57,low_agl,132,-48.83340702703305,628.3968505859375,628.3968505859375,6.6576137684618,68.27366935847702,3.9473571777343746,4.082586529572171,-0.14422276841246948,3.9408720340728776,0.0,-60.0
123,2026-05-15 15:21:10,bad_angle,1102,50.894254272574116,77.1138687133789,77.41950988769531,2.433089046286258,114.59007687511475,31.472603607177728,45.14761722406008,-1.6686414407331234,31.452674882069235,0.0,-50.0
124,2026-05-15 15:21:13,low_agl,256,-40.30050422711271,560.5606689453125,560.5606689453125,23.93504215375944,60.29187614345427,7.301309204101566,6.611686336726667,-0.2214665705379689,7.287966802597047,0.0,-60.0
125,2026-05-15 15:21:16,bad_angle,296,-25.516420206196162,530.4848022460938,530.4848022460938,4.38150488086065,115.47392384428191,8.830731201171876,8.809498450148213,-0.512990561480477,8.836340703964236,0.0,-50.0
126,2026-05-15 15:21:16,bad_angle,26,-50.41855489164967,694.7836303710938,694.7836303710938,88.84797498773963,130.98559763808268,0.5816955566406251,-1.2307264665918938,-0.2342716051420073,0.5947476234436033,0.0,-50.0
127,2026-05-15 15:21:19,low_agl,250,-37.14133284595191,558.1087036132812,558.1087036132812,0.3488659190822851,61.385184523898204,7.443597412109376,9.512500456998454,-0.28635572574088264,7.438925010681149,0.0,-60.0
128,2026-05-15 15:21:22,low_agl,300,-24.98064622760593,513.8167114257812,513.8167114257812,0.7391343638399247,49.25046553877846,9.660205078125005,17.56035155438354,-0.3452329447244372,9.644030084609984,0.0,-60.0
