done_reason,episodes,episode_return_mean,episode_return_median,dense_no_terminal_mean,dense_no_terminal_median,episode_len_mean,min_distance_mean,min_distance_median,final_distance_mean,final_distance_median,min_theta_mean,min_theta_median,final_theta_mean,final_theta_median,final_closing_mean,final_agl_mean,pos_delta_frac_mean,pos_closing_frac_mean,pos_alignment_reward_frac_mean,gate_zero_base_mean,reward_step_penalty_mean,reward_distance_mean,reward_alignment_mean,reward_theta_progress_mean,reward_closing_mean,reward_final_approach_mean,reward_terminal_mean,reward_step_penalty_median,reward_distance_median,reward_alignment_median,reward_theta_progress_median,reward_closing_median,reward_final_approach_median,reward_terminal_median
bad_angle,270,-11.847748982917453,-43.95256550653775,38.15225101708254,6.0474344934622515,422.26666666666665,458.7043242017428,648.5755004882812,459.1036750603605,648.5755004882812,43.10171031299793,46.96784534646416,114.32590726759398,113.01220755419342,14.87644607703443,30.821720739867953,0.9979763237203647,0.9979806057567432,0.4681051185576442,0.01781209013245373,-2.111333333333301,12.390648370914986,16.190380084967924,-0.7249513813385774,12.39090337618808,0.01660389968346411,-50.0,-0.5275000000000003,2.9281997680664054,0.1977701605396407,-0.270924728095503,2.935214535713195,0.0,-50.0
low_agl,206,-35.83537241191144,-41.34551431904923,24.164627588088557,18.654485680950774,263.752427184466,548.7361018356768,580.6752319335938,548.7361018356768,580.6752319335938,12.400574223631558,5.644331299428314,59.69043726700515,63.46792776788854,30.21121366741588,0.5053775230223693,1.0,1.0,0.8526532719646241,0.0033641728544020824,-1.3187621359223214,7.907973335784616,9.956111713746752,-0.27915595294670414,7.898460627426221,0.0,-60.0,-1.0399999999999998,6.30223388671875,7.338804209529785,-0.219600737460102,6.289670819282531,0.0,-60.0
success,20,240.84266299302877,241.63738767803125,120.84266299302874,121.63738767803125,1089.55,8.67037193775177,9.605010509490967,8.67037193775177,9.605010509490967,1.710979210431089,1.6042823561328525,21.649550763361486,22.992571670946056,21.325465762615202,95.8857593536377,1.0,1.0,0.9905517053599302,0.0,-5.447749999999906,34.91037910819055,57.36713616093882,-1.3908177012161285,34.88804013158084,0.5156752935346767,120.0,-5.427499999999906,34.87739343643191,58.0061179020294,-1.3906108173355678,34.85436931037903,0.4746851417798034,120.0
timeout,230,60.973236785728034,61.67877385344028,115.97323678572802,116.67877385344028,1200.0,27.786697565990945,25.37625217437744,48.49512233734131,47.130821228027344,1.578638779982939,1.3363456676591825,51.13816768679444,51.20852538701749,-16.278895709048147,93.6788254323213,0.9331884057971014,0.9325760869565217,0.9156195652173913,3.6441283524885915,-5.999999999999894,32.92321309753086,57.565176329693614,-1.6456462355580141,32.87201288253105,0.25848071153051516,-55.0,-5.999999999999894,32.9837640762329,58.25200682573936,-1.6481240297692308,32.92187699317185,0.23301060174992122,-55.0
