episode_id,timestamp,update_id,done_reason,episode_len,logged_steps,episode_return,sum_reward_from_steps,dense_no_terminal,start_distance,min_distance,final_distance,min_theta_deg,final_theta_deg,max_alignment,final_closing_speed,final_agl,reward_step_penalty,reward_distance,reward_alignment,reward_theta_progress,reward_closing,reward_final_approach,reward_terminal,pos_delta_frac,pos_closing_frac,pos_alignment_reward_frac,gate_zero_steps,gate_zero_base
11,2026-05-15 15:18:13,1484,bad_angle,258,258,-32.639067867502334,-32.639067867502334,17.360932132497666,707.259033203125,552.2758178710938,552.2758178710938,25.181239196132235,110.68751851923373,0.9049664201913658,20.005781173706055,10.824226379394531,-1.2899999999999945,7.749160766601569,3.5387535206086267,-0.39646402536377545,7.759481870651244,0.0,-50.0,1.0,1.0,0.5813953488372093,0,0.0
12,2026-05-15 15:18:15,1641,low_agl,157,157,-47.53729559532957,-47.53729559532957,12.462704404670433,706.5643920898438,610.0447387695312,610.0447387695312,24.399028856909453,88.67656456032898,0.9106906626485627,29.23326873779297,0.3874843418598175,-0.7850000000000006,4.825982666015628,3.8048716368673,-0.20978397528462792,4.826634077072141,0.0,-60.0,1.0,1.0,0.8089171974522293,0,0.0
13,2026-05-15 15:18:15,1670,bad_angle,29,29,-49.553178182696065,-49.553178182696065,0.44682181730393467,706.4924926757812,692.5093383789062,692.5093383789062,82.00420740165688,113.59891397370835,0.13910038221804882,23.357999801635742,3.883342742919922,-0.14500000000000005,0.6991577148437499,-0.6671487960024884,-0.14903257959518423,0.7088454780578612,0.0,-50.0,1.0,1.0,0.0,0,0.0
14,2026-05-15 15:18:17,1839,low_agl,169,169,-42.49830461349546,-42.49830461349546,17.501695386504537,707.3912963867188,594.6619262695312,594.6619262695312,3.81166689416154,75.08293765906203,0.9977879525355455,29.821977615356445,0.5044179558753967,-0.8450000000000006,5.636468505859374,7.300410218724652,-0.22151510420802462,5.63133176612854,0.0,-60.0,1.0,1.0,0.8816568047337278,0,0.0
15,2026-05-15 15:18:19,2079,low_agl,240,240,-30.66841676380116,-30.66841676380116,29.33158323619884,706.643310546875,534.2822265625,534.2822265625,3.2478132203924197,77.19617769769646,0.9983938335956916,33.52446365356445,0.5353118181228638,-1.1999999999999964,8.618054199218747,13.65533340536137,-0.35235664689995144,8.610552278518677,0.0,-60.0,1.0,1.0,0.9958333333333333,1,0.006047634652439671
16,2026-05-15 15:18:20,2159,bad_angle,80,80,-48.58154758521155,-48.58154758521155,1.4184524147884474,707.071044921875,668.5143432617188,668.5143432617188,74.33179443527904,111.43411283702949,0.27006618976614233,22.459047317504883,8.735479354858398,-0.40000000000000024,1.9278350830078128,-1.8586304532402764,-0.19075048882857726,1.939998273849487,0.0,-50.0,1.0,1.0,0.0875,0,0.0
17,2026-05-15 15:18:22,2425,bad_angle,266,266,-25.363220172329374,-25.363220172329374,24.636779827670626,706.4166259765625,535.4159545898438,535.4159545898438,1.7277106512633,112.31584244755395,0.9995453953719204,22.855148315429688,19.267719268798828,-1.3299999999999936,8.550033569335941,9.307643901034865,-0.44964332637021387,8.558745683670047,0.0,-50.0,1.0,1.0,0.8082706766917294,0,0.0
18,2026-05-15 15:18:24,2557,low_agl,132,132,-46.72451707991616,-46.72451707991616,13.275482920083839,706.4185180664062,618.6937866210938,618.6937866210938,6.571189250459514,35.375007956883834,0.993430435287691,34.983360290527344,0.4607720971107483,-0.6600000000000005,4.3862365722656245,5.191561388624041,-0.01311344549942961,4.370798404693604,0.0,-60.0,1.0,1.0,0.8939393939393939,0,0.0
19,2026-05-15 15:18:25,2675,low_agl,118,118,-54.40776741858171,-54.40776741858171,5.592232581418287,707.2437133789062,641.979736328125,641.979736328125,31.83377685338025,81.56165212457509,0.8495818957639107,28.64560890197754,0.49379998445510864,-0.5900000000000004,3.2631988525390634,-0.21671817943752353,-0.12480562113271391,3.2605575294494624,0.0,-60.0,1.0,1.0,0.3898305084745763,0,0.0
20,2026-05-15 15:18:25,2721,bad_angle,46,46,-49.601314403664865,-49.601314403664865,0.39868559633513456,706.4590454101562,685.1564331054688,685.1564331054688,82.68629741293104,115.16514465228397,0.12730182173904545,20.084381103515625,7.702874183654785,-0.23000000000000012,1.065130615234375,-1.3305697452795617,-0.1809920968160898,1.0751168231964114,0.0,-50.0,1.0,1.0,0.0,0,0.0
