score,gain,target,theta_start,theta_span,dist_scale,dist_floor
2.6100049018859863,0.75,-0.25,45.0,20.0,40.0,0.5
2.6086647510528564,0.75,-0.20000000298023224,45.0,20.0,40.0,0.5
2.5985584259033203,0.75,-0.15000000596046448,45.0,20.0,40.0,0.5
