timestamp,update_id,loss,policy_loss,value_loss,entropy,kl,clip_frac,gamma,lam,lr
2026-04-18 11:56:06,2502,751.945654296875,0.002187582105398178,1503.9220947265626,4.3989441871643065,0.009629028290510178,0.0734375,0.997,0.97,2e-05
2026-04-18 11:56:24,2503,959.6052917480469,0.007139819487929344,1919.2314453125,4.39898796081543,0.017139699403196575,0.16075994297862053,0.997,0.97,2e-05
2026-04-18 11:56:42,2504,728.5465270996094,0.035537544265389444,1457.05712890625,4.399069595336914,0.04150748150423169,0.2667613625526428,0.997,0.97,2e-05
2026-04-18 11:56:59,2505,812.1881713867188,0.008913550712168216,1624.3936767578125,4.399216508865356,0.007120429479982704,0.14254261404275895,0.997,0.97,2e-05
2026-04-18 11:57:17,2506,609.4998291015625,0.013777134660631418,1219.007275390625,4.399417114257813,0.006223406083881855,0.14311079382896424,0.997,0.97,2e-05
2026-04-18 11:57:34,2507,581.9202697753906,0.014137169066816568,1163.8474365234374,4.399524688720703,0.006220017746090889,0.2185369312763214,0.997,0.97,2e-05
2026-04-18 11:57:52,2508,579.555712890625,0.021655622497200967,1159.1032958984374,4.3996021270751955,0.01921291761100292,0.28487215638160707,0.997,0.97,2e-05
2026-04-18 11:58:10,2509,482.95654296875,0.02414446249604225,965.8999877929688,4.399656772613525,0.013329098746180535,0.24098011255264282,0.997,0.97,2e-05
2026-04-18 11:58:27,2510,486.2161010742187,0.019957865308970212,972.4275024414062,4.399662113189697,0.030269904620945455,0.2453125,0.997,0.97,2e-05
2026-04-18 11:58:45,2511,549.171923828125,0.008942200616002084,1098.3611328125,4.399634838104248,0.008643950521945953,0.14680397510528564,0.997,0.97,2e-05
2026-04-18 11:59:03,2512,458.30390014648435,0.006006272509694099,916.6309814453125,4.399645709991455,0.004905574768781662,0.17954545617103576,0.997,0.97,2e-05
2026-04-18 11:59:21,2513,295.7796234130859,0.005247575789690017,591.5839782714844,4.399663639068604,0.005493677966296673,0.07727272808551788,0.997,0.97,2e-05
